county,state,svi,pct_reporting,pct_onedose
Warren County,VA,Low-Mod,78.1,48.4
Washington County,VA,Low-Mod,78.1,69.5
Waynesboro city,VA,Mod-High,78.1,50.5
Westmoreland County,VA,Mod-High,78.1,51.5
Williamsburg city,VA,Low-Mod,78.1,45.4
Winchester city,VA,High,78.1,54.1
Wise County,VA,High,78.1,61.9
Wythe County,VA,Low-Mod,78.1,47.6
York County,VA,Low,78.1,81.1
Adams County,WA,High,96,69.5
Asotin County,WA,Low-Mod,96,50.1
Benton County,WA,Mod-High,96,65.3
Chelan County,WA,High,96,80
Clallam County,WA,Mod-High,96,77.7
Clark County,WA,Low-Mod,96,76.4
Columbia County,WA,Low-Mod,96,53.8
Cowlitz County,WA,Mod-High,96,67.3
Douglas County,WA,High,96,68.8
Ferry County,WA,High,96,64.4
Franklin County,WA,High,96,61.7
Garfield County,WA,Low,96,52.7
Grant County,WA,High,96,64.6
Grays Harbor County,WA,High,96,69.4
Island County,WA,Low-Mod,96,90.7
Jefferson County,WA,Low-Mod,96,87.1
King County,WA,Low-Mod,96,95
Kitsap County,WA,Low-Mod,96,83.9
Kittitas County,WA,Low-Mod,96,63.2
Klickitat County,WA,Mod-High,96,54.3
Lewis County,WA,High,96,59.3
Lincoln County,WA,Low,96,64.7
Mason County,WA,Mod-High,96,71.3
Okanogan County,WA,High,96,76.1
Pacific County,WA,Mod-High,96,70.1
Pend Oreille County,WA,Low-Mod,96,49.3
Pierce County,WA,Mod-High,96,76.7
San Juan County,WA,Low,96,95
Skagit County,WA,Mod-High,96,77.1
Skamania County,WA,Low-Mod,96,44.2
Snohomish County,WA,Low-Mod,96,80.9
Spokane County,WA,Mod-High,96,71.6
Stevens County,WA,Low-Mod,96,45.8
Thurston County,WA,Low-Mod,96,81.8
Wahkiakum County,WA,Low,96,55.1
Walla Walla County,WA,High,96,73.8
Whatcom County,WA,Mod-High,96,84.3
Whitman County,WA,Mod-High,96,62.3
Yakima County,WA,High,96,73.5
Barbour County,WV,Low-Mod,97.1,56.5
Berkeley County,WV,Low-Mod,97.1,69.8
Boone County,WV,Low-Mod,97.1,54.6
Braxton County,WV,Low-Mod,97.1,50.7
Brooke County,WV,Low-Mod,97.1,58.8
Cabell County,WV,Mod-High,97.1,72.2
Calhoun County,WV,Low-Mod,97.1,41.4
Clay County,WV,Mod-High,97.1,63.1
Doddridge County,WV,Low-Mod,97.1,68.1
Fayette County,WV,Mod-High,97.1,64.7
Gilmer County,WV,Low-Mod,97.1,67.7
Grant County,WV,Low-Mod,97.1,51.3
Greenbrier County,WV,Mod-High,97.1,63.9
Hampshire County,WV,Low-Mod,97.1,56
Hancock County,WV,Low-Mod,97.1,78.7
Hardy County,WV,Low-Mod,97.1,64.8
Harrison County,WV,Low-Mod,97.1,59.3
Jackson County,WV,Low,97.1,59
Jefferson County,WV,Low,97.1,80.9
Kanawha County,WV,Mod-High,97.1,75.6
Lewis County,WV,Low-Mod,97.1,65.3
Lincoln County,WV,Low-Mod,97.1,57.9
Logan County,WV,Mod-High,97.1,65
Marion County,WV,Low-Mod,97.1,65.2
Marshall County,WV,Low,97.1,50.3
Mason County,WV,Low,97.1,59.8
McDowell County,WV,High,97.1,62
Mercer County,WV,High,97.1,66.5
Mineral County,WV,Low-Mod,97.1,63.3
Mingo County,WV,Mod-High,97.1,51.2
Monongalia County,WV,Low-Mod,97.1,69
Monroe County,WV,Low-Mod,97.1,57.4
Morgan County,WV,Low,97.1,47
Nicholas County,WV,Low-Mod,97.1,60
Ohio County,WV,Low-Mod,97.1,76.4
Pendleton County,WV,Low,97.1,67.1
Pleasants County,WV,Low-Mod,97.1,61.6
Pocahontas County,WV,Mod-High,97.1,61.2
Preston County,WV,Low-Mod,97.1,65.4
Putnam County,WV,Low,97.1,66.8
Raleigh County,WV,Mod-High,97.1,62.2
Randolph County,WV,Low-Mod,97.1,62.7
Ritchie County,WV,Low,97.1,56.7
Roane County,WV,Mod-High,97.1,55.3
Summers County,WV,Mod-High,97.1,71.2
Taylor County,WV,Low-Mod,97.1,52.6
Tucker County,WV,Low,97.1,68.5
Tyler County,WV,Low,97.1,47.7
Upshur County,WV,Mod-High,97.1,56.9
Wayne County,WV,Low-Mod,97.1,65.2
Webster County,WV,Mod-High,97.1,53.6
Wetzel County,WV,Low-Mod,97.1,64
Wirt County,WV,Low-Mod,97.1,56.1
Wood County,WV,Low-Mod,97.1,71
Wyoming County,WV,Low-Mod,97.1,59.9
Adams County,WI,Mod-High,96.7,63.3
Ashland County,WI,Mod-High,96.7,84.5
Barron County,WI,Low-Mod,96.7,59.3
Bayfield County,WI,Low,96.7,95
Brown County,WI,Low-Mod,96.7,72.7
Buffalo County,WI,Low,96.7,57
Burnett County,WI,Low,96.7,68.4
Calumet County,WI,Low,96.7,61.5
Chippewa County,WI,Low,96.7,62.5
Clark County,WI,Mod-High,96.7,41.2
Columbia County,WI,Low,96.7,73.9
Crawford County,WI,Low-Mod,96.7,64.1
Dane County,WI,Low,96.7,95
Dodge County,WI,Low,96.7,57.9
Door County,WI,Low,96.7,87.9
Douglas County,WI,Low-Mod,96.7,61.2
Dunn County,WI,Low,96.7,54.5
Eau Claire County,WI,Low-Mod,96.7,67.7
Florence County,WI,Low,96.7,60.7
Fond du Lac County,WI,Low,96.7,63.1
Forest County,WI,Low-Mod,96.7,70.3
Grant County,WI,Low,96.7,62.2
Green County,WI,Low,96.7,69.7
Green Lake County,WI,Low-Mod,96.7,61.7
Iowa County,WI,Low,96.7,75.4
Iron County,WI,Low,96.7,77.5
Jackson County,WI,Mod-High,96.7,55.5
Jefferson County,WI,Low,96.7,63.8
Juneau County,WI,Low-Mod,96.7,59.9
Kenosha County,WI,Mod-High,96.7,70.5
Kewaunee County,WI,Low,96.7,56.4
La Crosse County,WI,Low,96.7,77.4
Lafayette County,WI,Low,96.7,67.5
Langlade County,WI,Low,96.7,58.2
Lincoln County,WI,Low,96.7,60.2
Manitowoc County,WI,Low,96.7,67.4
Marathon County,WI,Low,96.7,67.8
Marinette County,WI,Low-Mod,96.7,59.2
Marquette County,WI,Low,96.7,58.1
Menominee County,WI,Mod-High,96.7,87.8
Milwaukee County,WI,High,96.7,76.2
Monroe County,WI,Low-Mod,96.7,63.1
Oconto County,WI,Low,96.7,58
Oneida County,WI,Low,96.7,72.3
Outagamie County,WI,Low,96.7,72.1
Ozaukee County,WI,Low,96.7,81.3
Pepin County,WI,Low,96.7,54.9
Pierce County,WI,Low,96.7,52.4
Polk County,WI,Low,96.7,58.6
Portage County,WI,Low,96.7,72.3
Price County,WI,Low,96.7,67.7
Racine County,WI,Low-Mod,96.7,69
Richland County,WI,Low-Mod,96.7,64.5
Rock County,WI,Low-Mod,96.7,79.1
Rusk County,WI,Low-Mod,96.7,45.8
Sauk County,WI,Low,96.7,70.5
Sawyer County,WI,Low-Mod,96.7,72.4
Shawano County,WI,Low,96.7,59.4
Sheboygan County,WI,Low,96.7,69.4
St. Croix County,WI,Low,96.7,60.9
Taylor County,WI,Low-Mod,96.7,38.4
Trempealeau County,WI,Low,96.7,73.7
Vernon County,WI,Low-Mod,96.7,60.2
Vilas County,WI,Low,96.7,75.5
Walworth County,WI,Low,96.7,62.4
Washburn County,WI,Low,96.7,70.8
Washington County,WI,Low,96.7,63.9
Waukesha County,WI,Low,96.7,79.2
Waupaca County,WI,Low,96.7,59.1
Waushara County,WI,Low-Mod,96.7,49.7
Winnebago County,WI,Low,96.7,69.1
Wood County,WI,Low,96.7,70.3
Albany County,WY,Low-Mod,97.1,65.7
Big Horn County,WY,Low-Mod,97.1,45.5
Campbell County,WY,Low-Mod,97.1,37.4
Carbon County,WY,Mod-High,97.1,59.1
Converse County,WY,Low,97.1,39.1
Crook County,WY,Low,97.1,38
Fremont County,WY,Mod-High,97.1,69.6
Goshen County,WY,Low-Mod,97.1,47.2
Hot Springs County,WY,Low,97.1,54.4
Johnson County,WY,Low,97.1,49.7
Laramie County,WY,Low-Mod,97.1,67.8
Lincoln County,WY,Low,97.1,51.7
Natrona County,WY,Low-Mod,97.1,53.5
Niobrara County,WY,Low-Mod,97.1,35.4
Park County,WY,Low,97.1,53.8
Platte County,WY,Low,97.1,46.2
Sheridan County,WY,Low,97.1,62.5
Sublette County,WY,Low,97.1,44.8
Sweetwater County,WY,Low-Mod,97.1,62.2
Teton County,WY,Low,97.1,95
Uinta County,WY,Low-Mod,97.1,63.4
Washakie County,WY,Low-Mod,97.1,48.2
Weston County,WY,Low,97.1,42.5
